artist,album,release_date,ratings
Luke Temple,Don't Act Like You Don't Care,24/08/2011,6.1
MIMEO,Wigry,24/08/2011,7.2
Drive-By Truckers,"Ugly Buildings, Whores & Politicians: Greatest Hits 1998-2009",24/08/2011,8.2
Widowspeak,Widowspeak,24/08/2011,7.5
Mister Heavenly,Out of Love,24/08/2011,7.5
Razika,Program 91,23/08/2011,7.3
Fruit Bats,Tripper,23/08/2011,6.8
Cut Off Your Hands,Hollow,23/08/2011,7.3
Gucci Mane,Ferrari Boyz,23/08/2011,6.3
The War on Drugs,Slave Ambient,23/08/2011,8.3
Southern Shores,Atlantic EP,22/08/2011,7.3
Toddla T,Watch Me Dance,22/08/2011,6.5
Popol Vuh,Revisited & Remixed (1970-1999),22/08/2011,7.8
Fool's Gold,Leave No Trace,22/08/2011,6.2
Stephen Malkmus and the Jicks,Mirror Traffic,22/08/2011,7.7
Jesse Sykes & the Sweet Hereafter,Marble Son,12/08/2011,5.9
Richard Youngs,Amplifying Host,12/08/2011,7
Milk Maid,Yucca,12/08/2011,7.2
Braid,Closer to Closed,12/08/2011,2.8
Various Artist,"Not the Spaces You Know, But Between Them",12/08/2011,8.3
Surgeon,Breaking the Frame,11/08/2011,7.2
Collections of Colonies of Bees,GIVING,11/08/2011,6.8
Shlohmo,Bad Vibes,11/08/2011,7.8
Serge Gainsbourg,Gainsbourg Percussions,11/08/2011,8.2
JAY-Z,Watch the Throne,11/08/2011,8.5
Cult of Youth,Cult of Youth,10/08/2011,7.3
Carol Kleyn,Love Has Made Me Stronger,10/08/2011,7.8
Steve Mason,Ghosts Outside,10/08/2011,6.6
Greneberg,Greneberg,10/08/2011,7.4
DoM ,Family of Love EP,10/08/2011,8
Connan Mockasin,Forever Dolphin Love,09/08/2011,7.1
Dave.I.D,Response,09/08/2011,7.6
Wiley,Chill Out Zone,09/08/2011,6
Richard Buckner,Our Blood,09/08/2011,8
Pulp,It,09/08/2011,6.1
Is Tropical,Native To,08/08/2011,5
The Advisory Circle,As the Crow Flies,08/08/2011,7.4
Idaho,You Were a Dick,08/08/2011,7.8
Mark McGuire,Trouble Books and Mark McGuire,08/08/2011,7.6
Beirut,The Rip Tide,08/08/2011,7.7
Alex Clare,The Lateness of the Hour,05/08/2011,3.7
John Tejada,Parabolas,05/08/2011,7.1
Lloyd,King of Hearts,05/08/2011,7.9
Efrim Manuel Menuck,"Plays ""High Gospel""",05/08/2011,7.6
"Bonnie ""Prince"" Billy",There Is No God,05/08/2011,7
Chiddy Bang,Peanut Butter and Swelly,04/08/2011,2.1
Autre Ne Veut,Body EP,04/08/2011,7.5
Human Eye,They Came From the Sky,04/08/2011,7.7
Boston Spaceships,Let It Beard,04/08/2011,6
The Decemberists,iTunes Session,04/08/2011,6.2
Sorry Bamba,Volume One 1970-1979,03/08/2011,7.7
Comet Gain,Howl of the Lonely Crowd,03/08/2011,7.3
Soft Metals,Soft Metals,03/08/2011,7.5
Screaming Trees,Last Words: The Final Recordings,03/08/2011,5.7
Jurgen Muller,Science of the Sea,03/08/2011,8.4
Elysian Fields,Last Night on Earth,02/08/2011,5.9
William Elliott Whitmore,Field Songs,02/08/2011,7.5
Cut Hands,Afro Noise I,02/08/2011,7.8
Wu-Tang,Legendary Weapons,02/08/2011,5
Moonface,Organ Music Not Vibraphone Like I'd Hoped,02/08/2011,6.1
Grieves,Together/Apart,01/08/2011,5.2
Nicholas Szczepanik,Please Stop Loving Me,01/08/2011,7.8
Release the Sunbird,Come Back to Us,01/08/2011,6.2
Hudson Mohawke,Satin Panthers EP,01/08/2011,7.6
Archers of Loaf,Icky Mettle,01/08/2011,9
Viva Brother,Famous First Words,29/07/2011,2.9
Ssion,Bent,29/07/2011,6.8
Grooms,Prom,29/07/2011,7
Motor City Drum Ensemble,DJ-Kicks,29/07/2011,8
MellowHype,BlackenedWhite,29/07/2011,8
Ada,Meine Zarten Pfoten,28/07/2011,5.1
Baobinga and Co.,Joint Ventures,28/07/2011,7.3
Mike Simonetti,Capricorn Rising EP,28/07/2011,7.1
Philip Selway,Running Blind EP,28/07/2011,5.8
Marvin Gaye,What's Going On [40th Anniversary Edition],28/07/2011,9.5
Painted Palms,Canopy EP,27/07/2011,5.2
Molly Sweeney,Gold Rings and Fur Pelts,27/07/2011,5.8
Army Navy,The Last Place,27/07/2011,7
Tiger & Woods,Through the Green,27/07/2011,8.2
Lil Wayne,Sorry 4 the Wait,27/07/2011,7.1
SebastiAn,Total,26/07/2011,5.6
Eternal Tapestry,Night Gallery,26/07/2011,7
Random Axe,Random Axe,26/07/2011,6.6
Little Dragon,Ritual Union,26/07/2011,6.7
How to Dress Well,Just Once EP,26/07/2011,7.8
Inc.,3 EP,25/07/2011,4.8
Machinedrum,Room(s),25/07/2011,6.6
La Big Vic,Actually,25/07/2011,7.3
Nguzunguzu,Timesup EP,25/07/2011,7.6
The Horrors,Skying,25/07/2011,7.5
Serengeti,Family and Friends,21/07/2011,6.8
Fruit Tree Foundation,First Edition,21/07/2011,5.9
Various Artist,"To What Strange Place: The Music of the Ottoman-American Diaspora, 1916-1929",21/07/2011,8.3
Prurient,Bermuda Drain,21/07/2011,7
Kendrick Lamar,Section.80,21/07/2011,8
Sons and Daughters,Mirror Mirror,20/07/2011,5.6
Samiyam,Sam Baker's Album,20/07/2011,6.3
"Borden, Ferraro, Godin, Halo & Lopatin",FRKWYS Vol. 7,20/07/2011,7.7
Gucci Mane,Writings on the Wall II,20/07/2011,7.9
Megadeth,Peace Sells... But Who's Buying? [25th Anniversary Edition],20/07/2011,8.7
Olivia Wyatt,Staring Into the Sun,19/07/2011,7.2
Vondelpark,nyc stuff and nyc bags,19/07/2011,7.5
Siriusmo,Pearls & Embarrassments: 2000-2010,19/07/2011,7.4
Fennesz,Seven Stars,19/07/2011,7.1
The Cool Kids,When Fish Ride Bicycles,19/07/2011,6.9
Singer,Mindreading,18/07/2011,5.8
Sole and the Skyrider Band,Hello Cruel World,18/07/2011,6.1
James Ferraro,Night Dolls With Hairspray,18/07/2011,7.9
Pictureplane,Thee Physical,18/07/2011,7
The Men,Leave Home,18/07/2011,8.2
The Chain Gang of 1974,Wayward Fire,14/07/2011,5.7
Ratcliffe,Dorus Rijkers EP,14/07/2011,7
Dope Body,Nupping,14/07/2011,7.8
Various Artist,Red Hot + Rio 2,14/07/2011,7.2
Lil B,I'm Gay (I'm Happy),14/07/2011,8.1
Various Artist,Invasion of the Mysteron Killer Sounds,13/07/2011,7.9
Miracle Fortress,Was I the Wave?,13/07/2011,7.2
Biosphere,N-Plants,13/07/2011,8
Gomez,Whatever's on Your Mind,13/07/2011,2.9
R.E.M.,Lifes Rich Pageant (25th Anniversary Edition),13/07/2011,8.8
Cian Nugent,Doubles,12/07/2011,7.7
Brilliant Colors,Again and Again,12/07/2011,6.8
Foster the People,Torches,12/07/2011,6.2
Eleanor Friedberger,Last Summer,12/07/2011,7.9
Zomby,Dedication,12/07/2011,7.6
Various Artist,Rave On: A Tribute to Buddy Holly,11/07/2011,3.8
Emmy the Great,Virtue,11/07/2011,6.3
Gold-Bears,Are You Falling in Love?,11/07/2011,7.6
Crystal Antlers,Two-Way Mirror,11/07/2011,7
Washed Out,Within And Without,11/07/2011,8.3
Father's Children,Who's Gonna Save the World,08/07/2011,7.4
Noveller,Glacial Glow,08/07/2011,7.6
Various Artist,116 & Rising,08/07/2011,7.2
Vybz Kartel,Kingston Story,08/07/2011,5.7
John Maus,We Must Become the Pitiless Censors of Ourselves,08/07/2011,8.4
Vast Aire,OX 2010: A Street Odyssey,07/07/2011,4.6
Eric Copeland,Waco Taco Combo,07/07/2011,7.5
Atari Teenage Riot,Is This Hyperreal?,07/07/2011,5.1
SBTRKT,SBTRKT,07/07/2011,8.1
Memory Tapes,Player Piano,07/07/2011,6
Gardens & Villa,Gardens & Villa,06/07/2011,6.8
The Poison Control Center,Stranger Ballet,06/07/2011,7.6
Big Sean,Finally Famous,06/07/2011,6.1
Pure X,Pleasure,06/07/2011,7.6
AraabMuzik,Electronic Dream,06/07/2011,8.2
Mexicans With Guns,Ceremony,05/07/2011,5.5
Brown Recluse,Evening Tapestry,05/07/2011,7.4
YACHT,Shangri-La,05/07/2011,6.5
Com Truise,Galactic Melt,05/07/2011,7.3
Brian Eno,Drums Between the Bells,05/07/2011,6.6
Vampillia,Alchemic Heart,01/07/2011,8
Norm Macdonald,Me Doing Standup,01/07/2011,6.5
Wiley,100% Publishing,01/07/2011,7.5
Lungfish,The Unanimous Hour,01/07/2011,8.1
Statik Selektah,"Lord Giveth, Lord Taketh Away EP",01/07/2011,7.2
The Wooden Birds,Two Matchsticks,30/06/2011,7.3
Tearist,Living: 2009-Present,30/06/2011,6.7
Kate Simko,Lights Out,30/06/2011,6.9
Death Grips,Exmilitary,30/06/2011,7.5
Curren$y,Weekend at Burnie's,30/06/2011,8
Witch Gardens,"Alice, Agatha, Branch & Christ",29/06/2011,7.2
White Denim,D,29/06/2011,6.8
Vladislav Delay Quartet,Debut,29/06/2011,7.2
Handsome Furs,Sound Kapital,29/06/2011,8.1
Iceage,New Brigade,29/06/2011,8.4
diskJokke,Sagara,28/06/2011,6.4
Johann Johannsson,The Miners' Hymns,28/06/2011,7.7
Killer Mike,Pl3dge,28/06/2011,8
Mount Kimbie,Carbonated EP,28/06/2011,6.8
Beyonce,4,28/06/2011,8
Graham Wright,Shirts vs. Skins,27/06/2011,4.9
Laurel Halo,Hour Logic EP,27/06/2011,5.8
Robag Wruhme,Thora Vukk,27/06/2011,7.9
Blanck Mass,Blanck Mass,27/06/2011,7.7
Shabazz Palaces,Black Up,27/06/2011,8.8
Digitalism,"I Love You, Dude",24/06/2011,4.4
Cliffie Swan,Memories Come True,24/06/2011,7.3
Mount Moriah,Mount Moriah,24/06/2011,7.8
Other Lives,Tamer Animals,24/06/2011,7.4
Suede,Coming Up [Deluxe Edition],24/06/2011,7.9
Various Artist,Fania Records 1964-1980: The Original Sound of Latin New York,23/06/2011,8
White Hills,H-p1,23/06/2011,6.8
Forest Swords,Fjree Feather,23/06/2011,6.5
Cities Aviv,Digital Lows,23/06/2011,7.5
WU LYF,Go Tell Fire to the Mountain,23/06/2011,8.4
Ungdomskulen,Gimme Ten,22/06/2011,5.2
6th Borough Project,One Night in the Borough,22/06/2011,6.7
BOBBY,BOBBY,22/06/2011,7.2
Young Montana,Limerence,22/06/2011,7.5
Unknown Mortal Orchestra,Unknown Mortal Orchestra,22/06/2011,8.1
Bruno Pronsato,Lovers Do,21/06/2011,8.1
"1,2,3",New Heaven,21/06/2011,6.3
Silkie,Silkie - City Limits Volume 2,21/06/2011,7.8
Bombe and Mr. Caribbean,James Drake,21/06/2011,7.6
Ty Segall,Goodbye Bread,21/06/2011,8.1
Shine 2009,Realism,20/06/2011,6.1
Bodies of Water,Twist Again,20/06/2011,7.4
Brent Hinds,Fiend Without a Face/West End Motel,20/06/2011,6.8
Action Bronson,Dr. Lecter,20/06/2011,8.1
Bon Iver,"Bon Iver, Bon Iver",20/06/2011,9.5
Wet Hair,In Vogue Spirit,17/06/2011,7.2
MV & EE,Country Stash,17/06/2011,7.4
Arrange,Plantation,17/06/2011,7.7
Neil Young,Archives Performance Series Volume 9: A Treasure,17/06/2011,7.3
Marissa Nadler,Marissa Nadler,17/06/2011,8.1
Puerto Rico Flowers,7,16/06/2011,6.8
Processory,Change Is Gradual,16/06/2011,7.4
The Black Swans,Don't Blame the Stars,16/06/2011,7.5
Ikue Mori,FRKWYS Vol. 6,16/06/2011,7.3
Mercury Rev,Deserter's Songs [Deluxe Edition],16/06/2011,9.3
Kyle Bobby Dunn,Ways of Meaning,15/06/2011,7.1
Vetiver,The Errant Charm,15/06/2011,6.4
DJ Harvey,Locussolus,15/06/2011,7.3
Thee Oh Sees,Castlemania,15/06/2011,7.6
Paul McCartney,McCartney,15/06/2011,7.9
An Horse,Walls,14/06/2011,6.4
Hail Mary Mallon,Are You Gonna Eat That?,14/06/2011,6.7
Holy Other,With U EP,14/06/2011,7.6
The Caretaker,An Empty Bliss Beyond This World,14/06/2011,8.2
Sebadoh,Bakesale [Deluxe Edition],14/06/2011,8.5
Jackie-O Motherfucker,Earth Sound System,13/06/2011,5.6
The Ladybug Transistor,Clutching Stems,13/06/2011,6.4
Black Eagle Child,Lobelia,13/06/2011,8
DJ Shadow,I Gotta Rokk EP,13/06/2011,7
Junior Boys,It's All True,13/06/2011,7.8
These Trails,These Trails,10/06/2011,8.1
Hospital Ships,Lonely Twin,10/06/2011,7
Buzzcocks,A Different Compilation,10/06/2011,6.5
Best Coast,iTunes Session,10/06/2011,7.5
Black Lips,Arabia Mountain,10/06/2011,7.7
Helado Negro,Canta Lechuza,09/06/2011,6.9
Amon Tobin,ISAM,09/06/2011,5.9
The Rosebuds,Loud Planes Fly Low,09/06/2011,7.3
Mickey Newbury,An American Trilogy,09/06/2011,8.6
Arctic Monkeys,Suck It and See,09/06/2011,7.5
Various Artist,Our Lives Are Shaped By What We Love: Motown's MoWest Story 1971-1973,08/06/2011,7.8
Tom Trago,Iris,08/06/2011,6.6
Tom Vek,Leisure Seizure,08/06/2011,6.2
Depeche Mode,Remixes 2: 81-11,08/06/2011,4.3
Fucked Up,David Comes to Life,08/06/2011,8.6
EAR PWR,EAR PWR,07/06/2011,5.9
Chalk Circle,Reflection,07/06/2011,7.5
The Coathangers,Larceny & Old Lace,07/06/2011,7.6
Suede,Suede [Deluxe Edition],07/06/2011,8.4
Battles,Gloss Drop,07/06/2011,7.4
Sondre Lerche,Sondre Lerche,06/06/2011,5.8
Frank Fairfield,Out on the Open West,06/06/2011,8
Alina Simone,Make Your Own Danger,06/06/2011,7.2
Oneida,Absolute II,06/06/2011,7.2
Cults,Cults,06/06/2011,8.5
David Thomas Broughton,Outbreeding,03/06/2011,6.9
Various Artist,Blow Your Head Vol. 2: Dave Nada Presents Moombahton,03/06/2011,7.6
Planningtorock,W,03/06/2011,6.7
Hooray For Earth,True Loves,03/06/2011,7.9
Ford & Lopatin,Channel Pressure,03/06/2011,7.5
Spaceghostpurrp,Blvcklvnd Rvdix 66.6 (1991),02/06/2011,7.1
The Most Serene Republic,Pre Serene: Thee Oneironauts,02/06/2011,4.9
The Elected,Bury Me in My Rings,02/06/2011,6
Patrick Wolf,Lupercalia,02/06/2011,5.3
Woods,Sun and Shade,02/06/2011,7.9
Bachelorette,Bachelorette,01/06/2011,5.8
Group Doueh,Zayna Jumma,01/06/2011,7.6
Lone,Echolocations,01/06/2011,7
Eddie Vedder,Ukulele Songs,01/06/2011,6.4
Death Cab for Cutie,Codes and Keys,01/06/2011,5
Pulseprogramming,Charade Is Gold,31/05/2011,6.8
Aidan Moffat,Everything's Getting Older,31/05/2011,6.4
Phil Cook & His Feat,Hungry Mother Blues,31/05/2011,7.5
The Vaccines,What Did You Expect From the Vaccines?,31/05/2011,6.2
My Morning Jacket,Circuital,31/05/2011,7.2
Manchester Orchestra,Simple Math,27/05/2011,5.5
The Unthanks,Last,27/05/2011,7.6
D. Charles Speer,Arghiledes,27/05/2011,5.7
The Very Best,Super Mom,27/05/2011,6.7
Destroyer,Ideas For Songs,27/05/2011,7.1
Brave Irene,Brave Irene EP,26/05/2011,7.1
Sightings,Future Accidents,26/05/2011,7
Nat Baldwin,People Changes,26/05/2011,7.9
Various Artist,"MMG Presents: Self Made, Vol. 1",26/05/2011,5.3
Reatards,Teenage Hate,26/05/2011,8.6
Coma Cinema,Blue Suicide,25/05/2011,7.2
2562,Fever,25/05/2011,5.8
Implodes,Black Earth,25/05/2011,7.5
Friendly Fires,Pala,25/05/2011,7.4
Nick Cave & the Bad Seeds,Let Love In,25/05/2011,8.5
Various Artist,"Wallahi Le Zein!! Wezin, Jakwar And Guitar Boogie From The Islamic Republic Of Mauritania",24/05/2011,8
Blue Sky Black Death,Noir,24/05/2011,7.5
Dale Earnhardt Jr. Jr.,It's a Corporate World,24/05/2011,6
Howe Gelb & a Band of Gypsies,Alegrias,24/05/2011,6.3
Thurston Moore,Demolished Thoughts,24/05/2011,8.1
Title Tracks,In Blank,23/05/2011,6.9
A Lull,Confetti,23/05/2011,5.9
Alcest,Le Secret EP,23/05/2011,6
Johan Agebjorn,Casablanca Nights,23/05/2011,6.7
Art Brut,Brilliant! Tragic!,23/05/2011,5.5
White Fang,Grateful to Shred,20/05/2011,7.1
Secret Cities,Strange Hearts,20/05/2011,7.4
JEFF the Brotherhood,We Are The Champions,20/05/2011,7.3
Let's Wrestle,Nursing Home,20/05/2011,6.7
Boris,Attention Please,20/05/2011,7.1
d'Eon,Darkbloom EP,19/05/2011,7.2
Ensemble,Excerpts,19/05/2011,6.3
Andy Stott,Passed Me By,19/05/2011,7.6
Blu,Her Favorite Colo(u)r,19/05/2011,7
Kate Bush,Director's Cut,19/05/2011,7.3
Seapony,Go With Me,18/05/2011,5.3
Blank Dogs,Collected By Itself: 2006 to 2009,18/05/2011,6.5
Amor De Dias,Street of the Love of Days,18/05/2011,5.7
Urge Overkill,Rock & Roll Submarine,18/05/2011,5.8
The Lonely Island,Turtleneck & Chain,18/05/2011,7.1
Nodzzz,Innings,17/05/2011,7.1
Psychedelic Horseshit,Laced,17/05/2011,7.3
Sloan,The Double Cross,17/05/2011,8.1
Iggy Pop,Roadkill Rising... The Bootleg Collection 1977-2009,17/05/2011,7.2
13 & God,Own Your Ghost,17/05/2011,6
Chad VanGaalen,Diaper Island,16/05/2011,7.5
Austra,Feel It Break,16/05/2011,7.3
Moby,Destroyed,16/05/2011,3.8
Africa Hitech,93 Million Miles,16/05/2011,8.2
Danger Mouse,Rome,16/05/2011,7
Timber Timbre,Creep On Creepin' On,13/05/2011,6.7
Omar Rodriguez-Lopez,Telesterion,13/05/2011,6
Various Artist,"Don't Rock the Boat, Sink the Fucker",13/05/2011,7.4
Liturgy,Aesthethica,13/05/2011,8.3
Wild Beasts,Smother,13/05/2011,8.2
The People's Temple,Sons of Stone,12/05/2011,7.8
Mark McGuire,A Young Person's Guide to Mark McGuire,12/05/2011,8.2
Here We Go Magic,The January EP,12/05/2011,6.9
The Sea and Cake,The Moonlight Butterfly,12/05/2011,7
The Antlers,Burst Apart,12/05/2011,8.2
Chrissy Murderbot,Women's Studies,11/05/2011,7
Various Artist,Back and 4th,11/05/2011,7.2
Steve Earle,I'll Never Get Out of This World Alive,11/05/2011,5.8
Krallice,Diotima,11/05/2011,7.6
"Tyler, the Creator",Goblin,11/05/2011,8
The Felice Brothers,"Celebration, Florida",10/05/2011,5.7
Mick Harvey,Sketches From the Book of the Dead,10/05/2011,6.3
Mountains,Air Museum,10/05/2011,6.9
Clams Casino,Rainforest EP,10/05/2011,8.2
EMA,Past Life Martyred Saints,10/05/2011,8.5
Girls Names,Dead to Me,09/05/2011,7.3
David Kilgour and the Heavy Eights,Left By Soft,09/05/2011,7.4
Dominik Eulberg,Diorama,09/05/2011,7.2
Damon & Naomi,False Beats and True Hearts,09/05/2011,6.9
Okkervil River,I Am Very Far,09/05/2011,7.9
The Wave Pictures,Beer in the Breakers,06/05/2011,5.1
Malajube,La Caverne,06/05/2011,7
The U.N.,Gunz n' Butta,06/05/2011,7.6
Jesu,Ascension,06/05/2011,7
Gang Gang Dance,Eye Contact,06/05/2011,8.5
Fredrik,Flora,05/05/2011,6.5
Joan as Police Woman,The Deep Field,05/05/2011,4.5
Curren$y,Covert Coup,05/05/2011,7.9
Man Man,Life Fantastic,05/05/2011,7.4
Nguzunguzu,The Perfect Lullaby,05/05/2011,8.1
The High Llamas,Talahomi Way,04/05/2011,6.8
Grails,Deep Politics,04/05/2011,7.9
Michael Chapman,Trainsong: Guitar Compositions 1967-2010,04/05/2011,7.9
Cat's Eyes,Cat's Eyes,04/05/2011,7.9
Beastie Boys,Hot Sauce Committee Part Two,04/05/2011,7
Zomes,Earth Grid,03/05/2011,7
Jason Forrest,The Everything,03/05/2011,7.3
Hyetal,Broadcast,03/05/2011,7.2
Snowman,Absence,03/05/2011,8
Of Montreal,thecontrollersphere EP,03/05/2011,6.6
WhoMadeWho,Knee Deep,02/05/2011,6.7
I'm From Barcelona,Forever Today,02/05/2011,6.1
James Pants,James Pants,02/05/2011,6.7
Blueprint,Adventures in Counter-Culture,02/05/2011,6.6
Fleet Foxes,Helplessness Blues,02/05/2011,8.8
Stricken City,Losing Colour,29/04/2011,7.7
Del the Funky Homosapien,Golden Era,29/04/2011,7
Prefuse 73,The Only She Chapters,29/04/2011,6.4
Ladytron,Best of 00-10,29/04/2011,8.2
Times New Viking,Dancer Equired,29/04/2011,6
Black Devil Disco Club,Circus,28/04/2011,6
Javelin,Canyon Candy,28/04/2011,6.9
Cornershop,Cornershop and the Double-O Groove Of,28/04/2011,7.6
Tindersticks,Claire Denis Film Scores 1996-2009,28/04/2011,7
DJ Quik,The Book of David,28/04/2011,8.4
Xray Eyeballs,Not Nothing,27/04/2011,6.2
The Donkeys,Born with Stripes,27/04/2011,6.3
Art Department,The Drawing Board,27/04/2011,7.3
Thao & Mirah,Thao & Mirah,27/04/2011,7.9
Antony and the Johnsons,Swanlights EP,27/04/2011,7.5
Figurines,Figurines,26/04/2011,6.3
Chain and the Gang,Music's Not For Everyone,26/04/2011,6.6
Acid House Kings,Music Sounds Better With You,26/04/2011,7.8
About Group,Start and Complete,26/04/2011,7.2
Julian Lynch,Terra,26/04/2011,7.7
Eternal Tapestry,Beyond the 4th Door,25/04/2011,7.3
Gatto Fritto,Gatto Fritto,25/04/2011,7.4
Max B,Vigilante Season,25/04/2011,7.7
MF DOOM,Operation: Doomsday [Lunchbox Edition],25/04/2011,8.9
Explosions in the Sky,"Take Care, Take Care, Take Care",25/04/2011,7.2
TV Ghost,Mass Dream,22/04/2011,7.6
Bass Drum of Death,GB City,22/04/2011,6.2
The Fresh & Onlys,Secret Walls EP,22/04/2011,7.5
E-40,Revenue Retrievin': Graveyard Shift,22/04/2011,8.3
Cass McCombs,WIT'S END,22/04/2011,8.4
Southeast Engine,Canary,21/04/2011,7.3
Young Widows,In and Out of Youth and Lightness,21/04/2011,5.7
Jonny,Jonny,21/04/2011,6.2
Various Artist,Benefit for the Recovery in Japan,21/04/2011,7.7
Autechre,EPs 1991-2002,21/04/2011,8
Shannon and the Clams,Sleep Talk,20/04/2011,7.7
Little Scream,The Golden Record,20/04/2011,8.1
Guillemots,Walk the River,20/04/2011,5.9
Pantha du Prince,XI versions of Black Noise,20/04/2011,6.5
Big K.R.I.T.,Return of 4Eva,20/04/2011,8.2
Metronomy,The English Riviera,19/04/2011,6.4
Family Portrait,Family Portrait,19/04/2011,7.3
Matthewdavid,Outmind,19/04/2011,7
O'Death,Outside,19/04/2011,7.9
Various Artist,TRON: Legacy Reconfigured,19/04/2011,5
Daedelus,Bespoke,18/04/2011,6.8
The Head and the Heart,The Head and the Heart,18/04/2011,3.8
Kode9 & the Spaceape,Black Sun,18/04/2011,7.7
Grouper,A I A : Alien Observer,18/04/2011,8.1
Tune-Yards,w h o k i l l,18/04/2011,8.8
Jamaica,No Problem,15/04/2011,5.2
Sonny and the Sunsets,Hit After Hit,15/04/2011,7.7
Meat Puppets,Lollipop,15/04/2011,6.5
Paul Simon,So Beautiful or So What,15/04/2011,6.7
Foo Fighters,Wasting Light,15/04/2011,6.4
Rhys Chatham,Outdoor Spell,14/04/2011,6.8
Jeremy Jay,Dream Diary,14/04/2011,6.3
Hauschka,Salon des Amateurs,14/04/2011,8
Crystal Stilts,In Love With Oblivion,14/04/2011,7.9
Jamie Woon,Mirrorwriting,14/04/2011,8
Starfucker,Reptilians,13/04/2011,6.5
The Low Anthem,Smart Flesh,13/04/2011,4.8
Ponytail,Do Whatever You Want All The Time,13/04/2011,8.2
Atmosphere,The Family Sign,13/04/2011,5.8
Bill Callahan,Apocalypse,13/04/2011,8
Quintron,Sucre du Sauvage,12/04/2011,6.9
The Feelies,Here Before,12/04/2011,7.5
Bob Dylan,In Concert: Brandeis University 1963,12/04/2011,6.3
Low,C'mon,12/04/2011,7.2
TV on the Radio,Nine Types of Light,12/04/2011,7.7
LAKE,Giving & Receiving,11/04/2011,6.3
Jason Isbell and the 400 Unit,Here We Rest,11/04/2011,6
Glasvegas,EUPHORIC /// HEARTBREAK \\\,11/04/2011,4.1
Vivian Girls,Share the Joy,11/04/2011,5.9
Panda Bear,Tomboy,11/04/2011,8.5
Mazes,A Thousand Heys,08/04/2011,6.2
Snoop Dogg,Doggumentary,08/04/2011,5.5
Clams Casino,Instrumental Mixtape,08/04/2011,8.2
The Raveonettes,Raven in the Grave,08/04/2011,5.7
Wiz Khalifa,Rolling Papers,08/04/2011,7.2
Maritime,Human Hearts,07/04/2011,7.2
Craft Spells,Idle Labor,07/04/2011,7.7
The Chemical Brothers,Hanna Original Soundtrack,07/04/2011,6.2
Lil B,Illusions Of Grandeur,07/04/2011,6
Burial,Street Halo,07/04/2011,8
Chris Forsyth,Paranoid Cat,06/04/2011,7.1
J.Rocc,Some Cold Rock Stuf,06/04/2011,6.8
Alela Diane,Alela Diane & Wild Divine,06/04/2011,7.5
Pusha T,Fear of God,06/04/2011,5.6
The Kills,Blood Pressures,06/04/2011,6.4
Josh T. Pearson,Last of the Country Gentlemen,05/04/2011,4
UNKLE,Only the Lonely EP,05/04/2011,6
Royal Bangs,Flux Outside,05/04/2011,6.9
The Death Set,Michel Poiccard,05/04/2011,6.1
The Flaming Lips,The Flaming Lips With Neon Indian,05/04/2011,7.4
Those Darlins,Screws Get Loose,04/04/2011,6.1
Mike Watt,Hyphenated-Man,04/04/2011,7.9
Architecture in Helsinki,Moment Bends,04/04/2011,6.5
Dirty Beaches,Badlands,04/04/2011,8.2
Cold Cave,Cherish the Light Years,04/04/2011,7.7
The Sandwitches,Mrs. Jones' Cookies,01/04/2011,7.5
Holy Ghost!,Holy Ghost!,01/04/2011,7.1
Micachu and the Shapes,Chopped & Screwed,01/04/2011,6.3
Bibio,Mind Bokeh,01/04/2011,6.9
