artist,album,metascore,userscore,release_date
Bob Dylan,The 1966 Live Recordings [Box Set],93,tbd,"Nov 11, 2016"
Luke Temple,A Hand Through the Cellar Door,83,tbd,"Nov 11, 2016"
The Wharves,Electa,72,tbd,"Nov 11, 2016"
Oneida/Rhys Chatham,What's Your Sign,83,tbd,"Nov 11, 2016"
David Bazan,Dark Sacred Night,69,tbd,"Nov 11, 2016"
Major Stars,Motion Set,67,tbd,"Nov 11, 2016"
The Silence,"Nine Suns, One Morning",77,tbd,"Nov 11, 2016"
French Montana,MC4 [Mixtape],67,6.1,"Nov  5, 2016"
Lambchop,FLOTUS,83,8.1,"Nov  4, 2016"
Bon Jovi,This House Is Not for Sale,59,6.7,"Nov  4, 2016"
Shirley Collins,Lodestar,82,4.8,"Nov  4, 2016"
American Wrestlers,Goodbye Terrible Youth,78,tbd,"Nov  4, 2016"
Robbie Williams,Heavy Entertainment Show,59,8.3,"Nov  4, 2016"
Jim James,Eternally Even,78,7.8,"Nov  4, 2016"
Hope Sandoval & the Warm Inventions,Until the Hunter,79,8.1,"Nov  4, 2016"
Common,Black America Again,88,7.3,"Nov  4, 2016"
Alicia Keys,Here,76,8.3,"Nov  4, 2016"
Esben and the Witch,Older Terrors,78,tbd,"Nov  4, 2016"
XAM Duo,XAM Duo,80,tbd,"Nov  4, 2016"
Palace,So Long Forever,59,7.8,"Nov  4, 2016"
Ulrich Schnauss,No Further Ahead Than Today,69,tbd,"Nov  4, 2016"
Super Furry Animals,Fuzzy Logic [20th Anniversary Deluxe Edition],89,6.6,"Nov  4, 2016"
Tinashe,Nightride [Mixtape],75,8.0,"Nov  4, 2016"
Jess Williamson,Heart Song,81,tbd,"Nov  4, 2016"
Mother Love Bone,On Earth as It Is: The Complete Works [Box Set],91,tbd,"Nov  4, 2016"
A$AP Mob,"Cozy Tapes, Vol. 1: Friends",78,7.8,"Oct 31, 2016"
Frank Iero and the Patience,Parachutes,86,7.9,"Oct 28, 2016"
Aaron Lee Tasjan,Silver Tears,79,tbd,"Oct 28, 2016"
Alabama 3,Blues,79,tbd,"Oct 28, 2016"
Soft Hair,Soft Hair,68,6.5,"Oct 28, 2016"
TOY,Clear Shot,72,8.3,"Oct 28, 2016"
Empire of the Sun,Two Vines,66,7.8,"Oct 28, 2016"
Steve Hauschildt,Strands,81,tbd,"Oct 28, 2016"
Tove Lo,Lady Wood,74,8.7,"Oct 28, 2016"
Madness,Can't Touch Us Now,71,7.1,"Oct 28, 2016"
The Pop Group,Honeymoon on Mars,64,5.8,"Oct 28, 2016"
Marching Church,Telling It Like It Is,78,tbd,"Oct 28, 2016"
The Brian Jonestown Massacre,Third World Pyramid,73,8.0,"Oct 28, 2016"
Honeyblood,Babes Never Die,76,tbd,"Oct 28, 2016"
FaltyDL,Heaven Is for Quitters,81,tbd,"Oct 28, 2016"
Alejandro Escovedo,Burn Something Beautiful,82,tbd,"Oct 28, 2016"
CRX,New Skin,69,8.0,"Oct 28, 2016"
Testament,Brotherhood of the Snake,79,8.3,"Oct 28, 2016"
Carla dal Forno,You Know What It's Like,79,tbd,"Oct 28, 2016"
Otis Redding,Live at the Whisky a Go Go: The Complete Recordings,94,tbd,"Oct 28, 2016"
The Olympians,The Olympians,69,tbd,"Oct 28, 2016"
Jeezy,Trap or Die 3,70,6.3,"Oct 28, 2016"
Kyle Dixon,"Stranger Things, Vol. 2 [Original Television Series Soundtrack]",78,7.4,"Oct 28, 2016"
Helmet,Dead to the World,71,tbd,"Oct 28, 2016"
Daniel Woolhouse,What's That Sound,81,tbd,"Oct 28, 2016"
David Holmes,Late Night Tales,99,4.0,"Oct 28, 2016"
Avenged Sevenfold,The Stage,74,8.9,"Oct 28, 2016"
Oren Ambarchi,Hubris,83,tbd,"Oct 28, 2016"
The Notwist,"Superheroes, Ghostvillains & Stuff [Live]",76,tbd,"Oct 28, 2016"
The Hidden Cameras,Home on Native Land,82,tbd,"Oct 28, 2016"
Michael Mayer,And,76,tbd,"Oct 28, 2016"
Brandt Brauer Frick,Joy,61,tbd,"Oct 28, 2016"
Gas,Box,93,7.7,"Oct 28, 2016"
Public Image Ltd.,Metal Box [Super Deluxe Edition],99,4.2,"Oct 28, 2016"
Cerrone,Red Lips,55,tbd,"Oct 28, 2016"
She & Him,Christmas Party,68,tbd,"Oct 28, 2016"
Sam Roberts Band,TerraForm,71,tbd,"Oct 28, 2016"
Kacey Musgraves,Very Kacey Christmas,82,8.5,"Oct 28, 2016"
Korn,The Serenity of Suffering,67,8.0,"Oct 21, 2016"
Leonard Cohen,You Want It Darker,92,8.3,"Oct 21, 2016"
The Radio Dept.,Running out of Love,82,7.6,"Oct 21, 2016"
Lady Gaga,Joanne,67,8.0,"Oct 21, 2016"
Weyes Blood,Front Row Seat to Earth,82,7.5,"Oct 21, 2016"
American Football,American Football (LP2),78,7.4,"Oct 21, 2016"
Agnes Obel,Citizen of Glass,82,8.3,"Oct 21, 2016"
Pretenders,Alone,77,7.2,"Oct 21, 2016"
NxWorries,Yes Lawd!,80,8.3,"Oct 21, 2016"
David Crosby,Lighthouse,77,tbd,"Oct 21, 2016"
Syd Arthur,Apricity,80,6.8,"Oct 21, 2016"
Hooton Tennis Club,Big Box of Chocolates,74,7.6,"Oct 21, 2016"
Joan as Police Woman,Let It Be You,65,tbd,"Oct 21, 2016"
Jimmy Eat World,Integrity Blues,76,7.6,"Oct 21, 2016"
John K. Samson,Winter Wheat,85,8.3,"Oct 21, 2016"
Tanya Tagaq,Retribution,80,7.4,"Oct 21, 2016"
Various Artists,Lazarus [Original Cast Recording],76,tbd,"Oct 21, 2016"
Savoy Motel,Savoy Motel,71,tbd,"Oct 21, 2016"
Archive,The False Foundation,65,5.7,"Oct 21, 2016"
Crocodiles,Dreamless,72,tbd,"Oct 21, 2016"
The Courteeners,Mapping the Rendezvous,69,tbd,"Oct 21, 2016"
Nico Muhly,Confessions,71,tbd,"Oct 21, 2016"
D.R.A.M.,Big Baby D.R.A.M.,80,7.7,"Oct 21, 2016"
Kero Kero Bonito,Bonito Generation,80,8.5,"Oct 21, 2016"
Donny McCaslin,Beyond Now,80,tbd,"Oct 21, 2016"
The Dean Ween Group,The Deaner Album,74,tbd,"Oct 21, 2016"
Tim Buckley,"Lady, Give Me Your Key: The Unissued 1967 Solo Acoustic Sessions",71,tbd,"Oct 21, 2016"
Dr. John,The Musical Mojo of Dr. John: Celebrating Mac & His Music [Live],81,tbd,"Oct 21, 2016"
Scuba,Fabric 90,78,tbd,"Oct 21, 2016"
Miles Davis,"Miles Davis Quintet: Freedom Jazz Dance: The Bootleg Series, Vol. 5",76,tbd,"Oct 21, 2016"
St. Lenox,Ten Hymns from My American Gothic,85,tbd,"Oct 21, 2016"
Oasis,Be Here Now [Deluxe Edition - Remastered],57,7.0,"Oct 14, 2016"
Gucci Mane,Woptober,69,7.4,"Oct 14, 2016"
Wrangler,White Glue,68,tbd,"Oct 14, 2016"
Conor Oberst,Ruminations,76,8.3,"Oct 14, 2016"
D.D. Dumbo,Utopia Defeated,80,7.8,"Oct 14, 2016"
C Duncan,The Midnight Sun,81,7.6,"Oct 14, 2016"
The Dillinger Escape Plan,Dissociation,86,8.1,"Oct 14, 2016"
The Early Years,II,86,tbd,"Oct 14, 2016"
Kings of Leon,Walls,62,6.5,"Oct 14, 2016"
Lemon Twigs,Do Hollywood,76,7.8,"Oct 14, 2016"
Two Door Cinema Club,Gameshow,67,7.0,"Oct 14, 2016"
Powell,Sport,72,7.5,"Oct 14, 2016"
Jagwar Ma,Every Now & Then,72,7.4,"Oct 14, 2016"
Swet Shop Boys,Cashmere,80,8.2,"Oct 14, 2016"
Blackberry Smoke,Like an Arrow,76,tbd,"Oct 14, 2016"
Hi:Emotions,NOTU_URONLINEU,82,tbd,"Oct 14, 2016"
The Orb,"COW / Chill Out, World!",78,tbd,"Oct 14, 2016"
Jamie Lidell,Building a Beginning,72,tbd,"Oct 14, 2016"
Oozing Wound,Whatever Forever,75,tbd,"Oct 14, 2016"
Dusky,Outer,65,tbd,"Oct 14, 2016"
Katie Gately,Color,78,8.1,"Oct 14, 2016"
Black Marble,It's Immaterial,72,8.0,"Oct 14, 2016"
Moby & the Void Pacific Choir,These Systems Are Failing,61,8.6,"Oct 14, 2016"
Purling Hiss,High Bias,72,tbd,"Oct 14, 2016"
Red Fang,Only Ghosts,66,tbd,"Oct 14, 2016"
Mono,Requiem for Hell,62,tbd,"Oct 14, 2016"
Josienne Clarke & Ben Walker,Overnight,75,tbd,"Oct 14, 2016"
Trophy Eyes,Chemical Miracle,87,8.3,"Oct 14, 2016"
DJ Shadow,The  Mountain Will Fall,66,7.1,"Jun 24, 2016"
The Avett Brothers,True Sadness,68,5.1,"Jun 24, 2016"
Christian Fennesz,It's Hard for Me to Say I'm Sorry,75,8.0,"Jun 24, 2016"
Hot Hot Heat,Hot Hot Heat,64,7.8,"Jun 24, 2016"
The Mystery Lights,The Mystery Lights,69,tbd,"Jun 24, 2016"
The Felice Brothers,Life in the Dark,71,tbd,"Jun 24, 2016"
Puro Instinct,Autodrama,72,tbd,"Jun 24, 2016"
Whitechapel,Mark of the Blade,74,8.4,"Jun 24, 2016"
Mick Harvey,Delirium Tremens,77,tbd,"Jun 24, 2016"
Mala,Mirrors,73,tbd,"Jun 24, 2016"
Broods,Conscious,74,8.3,"Jun 24, 2016"
Hannah Georgas,For Evelyn,78,tbd,"Jun 24, 2016"
Drowners,On Desire,59,tbd,"Jun 24, 2016"
Stephen Steinbrink,Anagrams,69,tbd,"Jun 24, 2016"
Nice as Fuck,Nice as F**k,70,tbd,"Jun 24, 2016"
Public Service Broadcasting,The Race for Space [Remixes],65,tbd,"Jun 24, 2016"
Grace Jones,Warm Leatherette [Deluxe Edition],81,8.0,"Jun 24, 2016"
Floorplan,Victorious,77,tbd,"Jun 24, 2016"
Alice Bag,Alice Bag,85,tbd,"Jun 24, 2016"
Delorean,Muzik,64,tbd,"Jun 22, 2016"
Mogwai,Atomic,77,7.7,"Jun 17, 2016"
Laura Mvula,The Dreaming Room,82,8.5,"Jun 17, 2016"
Neko Case,case/lang/veirs,83,7.9,"Jun 17, 2016"
Red Hot Chili Peppers,The Getaway,66,7.9,"Jun 17, 2016"
Mitski,Puberty 2,87,8.5,"Jun 17, 2016"
The Low Anthem,Eyeland,67,tbd,"Jun 17, 2016"
Swans,The Glowing Man,81,8.6,"Jun 17, 2016"
Weaves,Weaves,74,tbd,"Jun 17, 2016"
Big Deal,Say Yes,61,tbd,"Jun 17, 2016"
Jake Bugg,On My One,59,6.8,"Jun 17, 2016"
YG,Still Brazy,83,8.5,"Jun 17, 2016"
Let's Eat Grandma,"I, Gemini",78,8.3,"Jun 17, 2016"
Gojira,Magma,79,8.4,"Jun 17, 2016"
NAILS,You Will Never Be One of Us,87,6.6,"Jun 17, 2016"
Sarah Jarosz,Undercurrent,74,tbd,"Jun 17, 2016"
M. Craft,Blood Moon,75,tbd,"Jun 17, 2016"
PAWS,No Grace,76,tbd,"Jun 17, 2016"
Mumford & Sons,Johannesburg [EP],64,7.7,"Jun 17, 2016"
Jambinai,A Hermitage,82,7.8,"Jun 17, 2016"
Still Parade,Concrete Vision,72,tbd,"Jun 17, 2016"
Caveman,Otero War,66,tbd,"Jun 17, 2016"
Will Butler,Friday Night [Live],66,tbd,"Jun 17, 2016"
Odonis Odonis,Post Plague,74,tbd,"Jun 17, 2016"
Margaret Glaspy,Emotions and Math,77,tbd,"Jun 17, 2016"
Jay Arner,Jay II,74,tbd,"Jun 17, 2016"
The Tragically Hip,Man Machine Poem,77,tbd,"Jun 17, 2016"
Elizabeth Cook,Exodus of Venus,86,tbd,"Jun 17, 2016"
Luke Bell,Luke Bell [2016],72,tbd,"Jun 17, 2016"
The Gotobeds,Blood//Sugar//Secs//Traffic,74,tbd,"Jun 10, 2016"
Huerco S.,For Those Of You Who Have Never (And Also Those Who Have),85,tbd,"Jun 10, 2016"
Charlie Faye & the Fayettes,Charlie Faye & the Fayettes,75,tbd,"Jun 10, 2016"
Garbage,Strange Little Birds,75,8.1,"Jun 10, 2016"
Allen Toussaint,American Tunes,77,tbd,"Jun 10, 2016"
"Eli ""Paperboy"" Reed",My Way Home,78,tbd,"Jun 10, 2016"
Throws,Throws,69,tbd,"Jun 10, 2016"
Gemma Ray,The Exodus Suite,75,tbd,"Jun 10, 2016"
Peter Bjorn and John,Breakin' Point,66,6.8,"Jun 10, 2016"
The Invisible,Patience,74,tbd,"Jun 10, 2016"
Spring King,Tell Me if You Like To,71,7.5,"Jun 10, 2016"
Diarrhea Planet,Turn to Gold,71,tbd,"Jun 10, 2016"
Alexis Taylor,Piano,72,tbd,"Jun 10, 2016"
Fitz & the Tantrums,Fitz and the Tantrums,56,4.6,"Jun 10, 2016"
Colvin & Earle,Colvin & Earle,72,tbd,"Jun 10, 2016"
Band of Horses,Why Are You OK?,68,7.7,"Jun 10, 2016"
Brandy Clark,Big Day in a Small Town,84,8.2,"Jun 10, 2016"
Lone,Levitate,72,tbd,"Jun 10, 2016"
Jackie Lynn,Jackie Lynn,72,tbd,"Jun 10, 2016"
Dan Lissvik,Midnight,77,tbd,"Jun 10, 2016"
Yung,A Youthful Dream,67,tbd,"Jun 10, 2016"
Sumac,What One Becomes,74,tbd,"Jun 10, 2016"
Nite Jewel,Liquid Cool,68,6.8,"Jun 10, 2016"
Nick Jonas,Last Year Was Complicated,68,7.3,"Jun 10, 2016"
BRONCHO,Double Vanity,72,tbd,"Jun 10, 2016"
Air,Twentyears [Super Deluxe Edition],80,tbd,"Jun 10, 2016"
Tom Odell,Wrong Crowd,72,8.7,"Jun 10, 2016"
Audion,Alpha,71,tbd,"Jun 10, 2016"
Plaid,The Digging Remedy,71,tbd,"Jun 10, 2016"
Darren Hayman,"Thankful Villages, Vol. 1",82,tbd,"Jun 10, 2016"
The Temper Trap,Thick as Thieves,61,7.0,"Jun 10, 2016"
Rival Sons,Hollow Bones,75,7.8,"Jun 10, 2016"
Kodak Black,Lil B.I.G. Pac [Mixtape],64,4.3,"Jun 10, 2016"
Weval,Weval,79,tbd,"Jun 10, 2016"
Brigid Mae Power,Brigid Mae Power,85,tbd,"Jun 10, 2016"
Ala.Ni,You & I,79,tbd,"Jun 10, 2016"
Empty Houses,Daydream,75,tbd,"Jun 10, 2016"
Weird Dreams,Luxury Alone,74,tbd,"Jun 10, 2016"
The Strokes,Future Present Past [EP],75,7.5,"Jun  3, 2016"
Dexys,Let The Record Show: Dexys Do Irish And Country Soul,76,tbd,"Jun  3, 2016"
Tegan and Sara,Love You To Death,78,8.2,"Jun  3, 2016"
Fear of Men,Fall Forever,71,tbd,"Jun  3, 2016"
RM Hubbert,Telling the Trees,72,tbd,"Jun  3, 2016"
Fews,Means,73,tbd,"Jun  3, 2016"
The Kills,Ash & Ice,68,8.3,"Jun  3, 2016"
Steve Gunn,Eyes on the Lines,83,6.7,"Jun  3, 2016"
Cat's Eyes,Treasure House,82,6.0,"Jun  3, 2016"
Amber Arcades,Fading Lines,80,8.2,"Jun  3, 2016"
Minor Victories,Minor Victories,75,7.3,"Jun  3, 2016"
Moonface,My Best Human Face,68,tbd,"Jun  3, 2016"
Paul Simon,Stranger to Stranger,85,7.9,"Jun  3, 2016"
William Tyler,Modern Country,81,tbd,"Jun  3, 2016"
The Claypool Lennon Delirium,Monolith of Phobos,70,8.6,"Jun  3, 2016"
Whitney,Light Upon the Lake,83,8.7,"Jun  3, 2016"
Mourn,"Ha, Ha, He.",76,8.3,"Jun  3, 2016"
Melvins,Basses Loaded,68,tbd,"Jun  3, 2016"
Psychic Ills,Inner Journey Out,70,tbd,"Jun  3, 2016"
Max Jury,Max Jury,72,tbd,"Jun  3, 2016"
Ladyhawke,Wild Things,62,6.9,"Jun  3, 2016"
Beartooth,Aggressive,82,8.8,"Jun  3, 2016"
Andre Williams,I Wanna Go Back to Detroit City,72,tbd,"Jun  3, 2016"
Barry Hyde,Malody,76,tbd,"Jun  3, 2016"
Robert Ellis,Robert Ellis,76,tbd,"Jun  3, 2016"
Classixx,Faraway Reach,79,tbd,"Jun  3, 2016"
Necro Deathmort,The Capsule,67,tbd,"Jun  3, 2016"
Fantastic Negrito,The  Last Days of Oakland,81,tbd,"Jun  3, 2016"
Fiona Brice,Postcards From,71,tbd,"Jun  3, 2016"
William Bell,This Is Where I Live,86,8.2,"Jun  3, 2016"
Xenia Rubinos,Black Terry Cat,82,8.0,"Jun  3, 2016"
Brad Mehldau Trio,Blues and Ballads,84,tbd,"Jun  3, 2016"
Fatherson,Open Book,56,tbd,"Jun  3, 2016"
C.W. Stoneking,Gon' Boogaloo,75,tbd,"Jun  3, 2016"
Spain,Carolina,75,tbd,"Jun  3, 2016"
Joseph Arthur,The Family,81,tbd,"Jun  3, 2016"
Architects,All Our Gods Have Abandoned Us,82,8.6,"May 27, 2016"
Malcolm Middleton,Summer of '13,65,tbd,"May 27, 2016"
Beth Orton,Kidsticks,72,8.2,"May 27, 2016"
Kate Jackson,British Road Movies,76,tbd,"May 27, 2016"
Holy Fuck,Congrats,78,8.6,"May 27, 2016"
Gold Panda,Good Luck and Do Your Best,79,8.0,"May 27, 2016"
The Monkees,Good Times!,79,8.5,"May 27, 2016"
Band of Skulls,By Default,57,7.4,"May 27, 2016"
Daniel Romano,Mosey,75,tbd,"May 27, 2016"
Big Thief,Masterpiece,79,8.6,"May 27, 2016"
Catfish & the Bottlemen,The Ride,60,6.9,"May 27, 2016"
PUP,The  Dream Is Over,82,8.5,"May 27, 2016"
Kristin Kontrol,X-Communicate,72,7.3,"May 27, 2016"
Thrice,To Be Everywhere Is to Be Nowhere,78,8.3,"May 27, 2016"
Robert Glasper,Everything's Beautiful,73,7.3,"May 27, 2016"
Real Friends,The  Home Inside My Head,78,tbd,"May 27, 2016"
ABC,The Lexicon of Love II,70,7.3,"May 27, 2016"
Fifth Harmony,7/27,70,7.7,"May 27, 2016"
The Hotelier,Goodness,85,8.0,"May 27, 2016"
Flume,Skin,75,8.4,"May 27, 2016"
Mark Kozelek,Sings Favorites,63,tbd,"May 27, 2016"
Tony Joe White,Rain Crow,81,tbd,"May 27, 2016"
Max Graef,The Yard Work Simulator,79,tbd,"May 27, 2016"
Sepalcure,Folding Time,75,tbd,"May 27, 2016"
Olga Bell,Tempo,79,7.9,"May 27, 2016"
Sonny & the Sunsets,Moods Baby Moods,75,tbd,"May 27, 2016"
JC Flowers,Driving Excitement and the Pleasure of Ownership,66,tbd,"May 27, 2016"
Dierks Bentley,Black,66,tbd,"May 27, 2016"
Death in Vegas,Transmission,80,tbd,"May 27, 2016"
Bonnie Bishop,Ain't Who I Was,69,tbd,"May 27, 2016"
Yumi Zouma,Yoncalla,77,8.5,"May 27, 2016"
Rhys Chatham,Pythagorean Dream,78,tbd,"May 27, 2016"
Kevin Gates,Murder for Hire II [Mixtape],71,tbd,"May 27, 2016"
Clare Maguire,Stranger Things Have Happened,65,8.6,"May 27, 2016"
Saosin,Along The Shadow,74,7.9,"May 20, 2016"
Blake Shelton,If I'm Honest,58,3.1,"May 20, 2016"
Mudcrutch,2,78,6.3,"May 20, 2016"
Andy Shauf,The Party,83,8.4,"May 20, 2016"
Methyl Ethel,Oh Inhuman Spectacle,65,tbd,"May 20, 2016"
Pantha du Prince,The Triad,73,tbd,"May 20, 2016"
Marissa Nadler,Strangers,76,8.1,"May 20, 2016"
Eric Clapton,I Still Do,72,7.6,"May 20, 2016"
Bob Dylan,Fallen Angels,77,7.4,"May 20, 2016"
Car Seat Headrest,Teens of Denial,86,8.3,"May 20, 2016"
Richard Ashcroft,These People,51,7.3,"May 20, 2016"
Mutual Benefit,Skip a Sinking Stone,76,tbd,"May 20, 2016"
Various Artists,Day of the Dead,74,7.8,"May 20, 2016"
The So So Glos,Kamikaze,75,tbd,"May 20, 2016"
Adult Jazz,Earrings Off!,68,tbd,"May 20, 2016"
Ariana Grande,Dangerous Woman,76,8.5,"May 20, 2016"
Tim Heidecker,In Glendale,71,tbd,"May 20, 2016"
Terry Allen,Juarez [Reissue],84,tbd,"May 20, 2016"
Terry Reid,The  Other Side of the River,74,tbd,"May 20, 2016"
Against the Current,In Our Bones,83,8.2,"May 20, 2016"
Lonely the Brave,Things Will Matter,81,tbd,"May 20, 2016"
Boys Noize,Mayday,65,tbd,"May 20, 2016"
Katatonia,The  Fall of Hearts,72,8.0,"May 20, 2016"
Ziggy Marley,Ziggy Marley,57,tbd,"May 20, 2016"
Tiger Army,V,60,tbd,"May 20, 2016"
Autechre,Elseq 1-5,77,7.6,"May 19, 2016"
Wolf Parade,EP 4,75,8.5,"May 17, 2016"
Eagulls,Ullages,72,tbd,"May 13, 2016"
Foy Vance,The Wild Swan,71,tbd,"May 13, 2016"
Chance the Rapper,Coloring Book [Mixtape],89,8.3,"May 13, 2016"
Arbor Labor Union,I Hear You,64,tbd,"May 13, 2016"
Woodpigeon,T R O U B L E,71,tbd,"May 13, 2016"
9Bach,Anian,68,tbd,"May 13, 2016"
Twin Peaks,Down in Heaven,74,7.0,"May 13, 2016"
Mark Pritchard,Under the Sun,79,7.3,"May 13, 2016"
Yak,Alas Salvation,79,tbd,"May 13, 2016"
Jessy Lanza,Oh No,82,8.1,"May 13, 2016"
Nothing,Tired of Tomorrow,73,8.5,"May 13, 2016"
Karl Blau,Introducing Karl Blau,84,6.4,"May 13, 2016"
Corinne Bailey Rae,The  Heart Speaks in Whispers,74,7.7,"May 13, 2016"
Jameszoo,Fool,80,7.6,"May 13, 2016"
Modern Baseball,Holy Ghost,81,7.8,"May 13, 2016"
