artist,album,metascore,userscore,release_date
Jens Lekman,Life Will See You Now,83,7.8,"Feb 17, 2017"
PVT,New Spirit,75,tbd,"Feb 17, 2017"
Aquilo,Silhouette,70,8.0,"Feb 17, 2017"
Strand of Oaks,Hard Love,69,7.7,"Feb 17, 2017"
Son Volt,Notes of Blue,77,6.9,"Feb 17, 2017"
Tim Darcy,Saturday Night,72,7.3,"Feb 17, 2017"
The Orwells,Terrible Human Beings,68,7.9,"Feb 17, 2017"
Moire,No Future,80,tbd,"Feb 17, 2017"
Mind Over Mirrors,Undying Color,73,tbd,"Feb 17, 2017"
Meat Wave,The Incessant,80,tbd,"Feb 17, 2017"
Molly Burch,Please Be Mine,75,7.2,"Feb 17, 2017"
Chelsea Wolfe,Abyss,79,8.5,"Aug  7, 2015"
Frank Turner,Positive Songs for Negative People,69,7.7,"Aug  7, 2015"
HEALTH,Death Magic,73,8.0,"Aug  7, 2015"
Ultimate Painting,Green Lanes,70,tbd,"Aug  7, 2015"
Night Beds,Ivywild,66,7.4,"Aug  7, 2015"
Georgia,Georgia,80,tbd,"Aug  7, 2015"
The Phoenix Foundation,Give Up Your Dreams,80,6.5,"Aug  7, 2015"
La Luz,Weirdo Shrine,77,tbd,"Aug  7, 2015"
Golden Rules,Golden Ticket,82,8.0,"Aug  7, 2015"
Iris DeMent,Trackless Woods,81,tbd,"Aug  7, 2015"
The Mynabirds,Lovers Know,72,tbd,"Aug  7, 2015"
Bing & Ruth,No Home of the Mind,81,tbd,"Feb 17, 2017"
Hanni El Khatib,Savage Times,77,tbd,"Feb 17, 2017"
Frontier Ruckus,Enter the Kingdom,68,tbd,"Feb 17, 2017"
Future,Future,67,6.1,"Feb 17, 2017"
Jidenna,The  Chief,73,7.5,"Feb 17, 2017"
Mozart's Sister,Field of Love,70,tbd,"Feb 17, 2017"
The Courtneys,The Courtneys II,75,8.0,"Feb 17, 2017"
Earthen Sea,An Act of Love,79,tbd,"Feb 17, 2017"
London O'Connor,Circle/Triangle,83,tbd,"Feb 17, 2017"
Alison Krauss,Windy City,69,tbd,"Feb 17, 2017"
Grails,Chalice Hymnal,78,tbd,"Feb 17, 2017"
Fat Joe,Plata o Plomo,66,6.4,"Feb 17, 2017"
Deep Throat Choir,Be OK,77,tbd,"Feb 17, 2017"
Slim Twig,Thank You for Stickin' with Twig,72,tbd,"Aug  7, 2015"
Fear Factory,Genexus,71,8.0,"Aug  7, 2015"
Luke Bryan,Kill the Lights,69,3.0,"Aug  7, 2015"
Deaf Wish,Pain,77,tbd,"Aug  7, 2015"
Robyn,Love Is Free [EP],73,8.4,"Aug  7, 2015"
Heathered Pearls,Body Complex,73,tbd,"Aug  7, 2015"
Dornik,Dornik,80,tbd,"Aug  7, 2015"
Lindi Ortega,Faded Gloryville,81,6.8,"Aug  7, 2015"
Bert Jansch,Live at the 12 Bar [Reissue],85,tbd,"Aug  7, 2015"
Zachary Cale,Duskland,72,tbd,"Aug  7, 2015"
Blondes,Persuasion [EP],80,tbd,"Aug  7, 2015"
Small Feet,From Far Enough Away Everything Sounds Like the Ocean,81,tbd,"Aug  7, 2015"
Langhorne Slim & the Law,The Spirit Moves,76,tbd,"Aug  7, 2015"
Call Super,Fabric 92,83,tbd,"Feb 17, 2017"
Clap! Clap!,A Thousand Skies,76,tbd,"Feb 17, 2017"
Visible Cloaks,Reassemblage,80,7.0,"Feb 17, 2017"
Eisley,I'm Only Dreaming,72,tbd,"Feb 17, 2017"
Various Artists,New Order Presents Be Music,78,tbd,"Feb 17, 2017"
Rag 'n' Bone Man,Human,64,5.8,"Feb 10, 2017"
Noveller,Pink Sunset for No One,69,tbd,"Feb 10, 2017"
Tinariwen,Elwan,86,7.8,"Feb 10, 2017"
Teen Daze,Themes for Dying Earth,76,7.3,"Feb 10, 2017"
Jesca Hoop,Memories Are Now,83,8.0,"Feb 10, 2017"
Chuck Prophet,Bobby Fuller Died for Your Sins,80,8.8,"Feb 10, 2017"
Lowly,Heba,79,tbd,"Feb 10, 2017"
The Sadies,Northern Passages,81,tbd,"Feb 10, 2017"
Salim Nourallah,Skeleton Closet,84,tbd,"Aug  7, 2015"
Alessandro Cortini,Risveglio,75,tbd,"Aug  7, 2015"
Dave Cloud and the Gospel of Power,Today Is the Day That They Take Me Away,74,tbd,"Aug  7, 2015"
Don Broco,Automatic,47,8.1,"Aug  7, 2015"
The Jean-Paul Sartre Experience,I Like Rain: The Story of the Jean-Paul Sartre Experience [Box Set],80,tbd,"Aug  7, 2015"
The Alchemist + Oh No (Gangrene),You Disgust Me,70,tbd,"Aug  7, 2015"
Cattle Decapitation,The Anthropocene Extinction,86,8.8,"Aug  7, 2015"
Haiku Salut,Etch And Etch Deep,84,7.0,"Jul 31, 2015"
CFCF,Radiance And Submission,67,tbd,"Jul 31, 2015"
Elbow,Lost Worker Bee [EP],70,7.3,"Jul 31, 2015"
Joss Stone,Water for Your Soul,62,6.3,"Jul 31, 2015"
Lianne La Havas,Blood,72,8.4,"Jul 31, 2015"
"Albert Hammond, Jr.",Momentary Masters,69,8.2,"Jul 31, 2015"
The Maccabees,Marks to Prove It,74,8.3,"Jul 31, 2015"
Vermont,II,72,tbd,"Feb 10, 2017"
Thievery Corporation,Temple of I & I,65,6.3,"Feb 10, 2017"
Sinkane,Life & Livin' It,74,6.8,"Feb 10, 2017"
Lupe Fiasco,Drogas Light,56,6.6,"Feb 10, 2017"
Black Joe Lewis & the Honeybears,Backlash,72,tbd,"Feb 10, 2017"
Andrew McMahon in the Wilderness,Zombies on Broadway,74,7.2,"Feb 10, 2017"
The Necks,Unfold,79,tbd,"Feb 10, 2017"
Nadine Khouri,The  Salted Air,75,tbd,"Feb 10, 2017"
Meatbodies,Alice,75,tbd,"Feb 10, 2017"
Sallie Ford,Soul Sick,72,tbd,"Feb 10, 2017"
The Godfathers,A Big Bad Beautiful Noise,78,tbd,"Feb 10, 2017"
Teenage Time Killers,"Greatest Hits, Vol. 1",72,7.0,"Jul 31, 2015"
Migos,Yung Rich Nation,67,6.8,"Jul 31, 2015"
Red River Dialect,Tender Gold & Gentle Blue,84,tbd,"Jul 31, 2015"
Buddy Guy,Born to Play Guitar,76,tbd,"Jul 31, 2015"
Led Zeppelin,Coda [Remastered],78,7.0,"Jul 31, 2015"
Led Zeppelin,In Through the Out Door [Remastered],73,7.9,"Jul 31, 2015"
Led Zeppelin,Presence [Remastered],77,7.5,"Jul 31, 2015"
Gunplay,Living Legend,68,6.2,"Jul 31, 2015"
Daniel Romano,If I've Only One Time Askin',81,tbd,"Jul 31, 2015"
Gwenno,Y Dydd Olaf,83,8.3,"Jul 31, 2015"
The Jesus and Mary Chain,Psychocandy: Live at Barrowlands,83,tbd,"Jul 31, 2015"
M.E.S.H.,Piteous Gate,82,tbd,"Jul 31, 2015"
Natalie Imbruglia,Male,65,8.1,"Jul 31, 2015"
Titus Andronicus,The Most Lamentable Tragedy,79,7.8,"Jul 28, 2015"
Field Music,Music For Drifters,76,tbd,"Jul 24, 2015"
Blackfield,Blackfield V,67,7.5,"Feb 10, 2017"
Tall Ships,Impressions,81,8.3,"Feb 10, 2017"
Overkill,The Grinding Wheel,71,tbd,"Feb 10, 2017"
Dave Hause,Bury Me In Philly,77,tbd,"Feb  3, 2017"
Elbow,Little Fictions,80,7.8,"Feb  3, 2017"
Duke Garwood,Garden of Ashes,79,7.0,"Feb  3, 2017"
Sampha,Process,86,8.0,"Feb  3, 2017"
Moon Duo,"Occult Architecture, Vol. 1",72,6.8,"Feb  3, 2017"
Original Soundtrack,T2: Trainspotting [Original Motion Picture Soundtrack],80,tbd,"Feb  3, 2017"
Surfer Blood,Snowdonia,67,7.0,"Feb  3, 2017"
The Menzingers,After the Party,80,8.0,"Feb  3, 2017"
Eliza Carthy,Big Machine,82,7.4,"Feb  3, 2017"
Fufanu,Sports,61,6.4,"Feb  3, 2017"
Less Than Jake,Sound the Alarm [EP],65,7.2,"Feb  3, 2017"
Black Star Riders,Heavy Fire,84,tbd,"Feb  3, 2017"
The Strypes,Little Victories,61,7.7,"Jul 24, 2015"
Loop,Array 1 [EP],71,tbd,"Jul 24, 2015"
Seven Davis Jr.,Universes,75,tbd,"Jul 24, 2015"
Liberez,All Tense Now Lax,80,tbd,"Jul 24, 2015"
Sleaford Mods,Key Markets,81,7.4,"Jul 24, 2015"
Ducktails,St. Catherine,73,7.1,"Jul 24, 2015"
Eleventh Dream Day,Works for Tomorrow,80,tbd,"Jul 24, 2015"
Ashley Monroe,The Blade,86,8.2,"Jul 24, 2015"
Strange Wilds,Subjective Concepts,67,tbd,"Jul 24, 2015"
Omar Souleyman,Bahdeni Nami,75,tbd,"Jul 24, 2015"
Locrian,Infinite Dissolution,83,tbd,"Jul 24, 2015"
Lamb of God,VII: Sturm und Drang,73,8.4,"Jul 24, 2015"
Vinyl Williams,Into,64,tbd,"Jul 24, 2015"
Kasey Chambers,Bittersweet,84,tbd,"Jul 24, 2015"
Mas Ysa,Seraph,69,tbd,"Jul 24, 2015"
Iron Reagan,Crossover Ministry,72,tbd,"Feb  3, 2017"
Homeshake,Fresh Air,76,7.6,"Feb  3, 2017"
Big Sean,I Decided.,67,6.9,"Feb  3, 2017"
Porcelain Raft,Microclimate,76,tbd,"Feb  3, 2017"
Communions,Blue,70,tbd,"Feb  3, 2017"
Syd,Fin,81,8.0,"Feb  3, 2017"
Ralph Towner,My Foolish Heart,76,tbd,"Feb  3, 2017"
Ron Gallo,Heavy Meta,72,tbd,"Feb  3, 2017"
Lower Than Atlantis,Safe in Sound,74,tbd,"Feb  3, 2017"
New Gen,New Gen,74,tbd,"Feb  3, 2017"
Egyptrixx,"Pure, Beyond Reproach",71,tbd,"Jan 27, 2017"
Julie Byrne,Not Even Happiness,82,8.0,"Jan 27, 2017"
Cloud Nothings,Life Without Sound,79,7.5,"Jan 27, 2017"
Watkins Family Hour,Watkins Family Hour,76,tbd,"Jul 24, 2015"
Public Enemy,Man Plans God Laughs,70,5.5,"Jul 24, 2015"
Roger Waters,Amused to Death [Reissue],76,8.4,"Jul 24, 2015"
Fox Millions Duo,Lost Time,76,tbd,"Jul 24, 2015"
Tim Bowness,Stupid Things That Mean the World,74,tbd,"Jul 24, 2015"
Jill Scott,Woman,75,7.8,"Jul 24, 2015"
Warren Haynes,Ashes & Dust,81,tbd,"Jul 24, 2015"
Jessie Jones,Jessie Jones,76,tbd,"Jul 24, 2015"
Prince Royce,Double Vision,71,5.3,"Jul 24, 2015"
DeJ Loaf,#AndSeeThatsTheThing [EP],69,tbd,"Jul 24, 2015"
On an On,And the Wave Has Two Sides,66,tbd,"Jul 24, 2015"
John Primer,Muddy Waters 100,71,tbd,"Jul 24, 2015"
Steve Tilston,Truth to Tell,71,tbd,"Jul 20, 2015"
Horse Thief,Trials & Truths,62,tbd,"Jan 27, 2017"
Mark Eitzel,Hey Mr Ferryman,80,7.1,"Jan 27, 2017"
James Johnston,The Starless Room,76,tbd,"Jan 27, 2017"
Piano Magic,Closure,81,7.8,"Jan 27, 2017"
Japandroids,Near to the Wild Heart of Life,79,7.7,"Jan 27, 2017"
Menace Beach,Lemon Memory,67,tbd,"Jan 27, 2017"
Toothless,The Pace of the Passing,67,tbd,"Jan 27, 2017"
Ty Segall,Ty Segall (2017),82,7.9,"Jan 27, 2017"
Sacred Paws,Strike a Match,81,7.8,"Jan 27, 2017"
Mike Oldfield,Return to Ommadawn,64,7.9,"Jan 27, 2017"
Allison Crutchfield,Tourist in This Town,82,7.8,"Jan 27, 2017"
Tift Merritt,Stitch of the World,77,tbd,"Jan 27, 2017"
Sleater-Kinney,Live in Paris,83,7.6,"Jan 27, 2017"
Flying Saucer Attack,Instrumentals 2015,76,tbd,"Jul 17, 2015"
The Chemical Brothers,Born In The Echoes,72,6.5,"Jul 17, 2015"
Iron And Wine & Ben Bridwell,Sing Into My Mouth,61,6.8,"Jul 17, 2015"
Flo Morrissey,Tomorrow Will Be Beautiful,71,tbd,"Jul 17, 2015"
Tame Impala,Currents,84,8.7,"Jul 17, 2015"
Jason Isbell,Something More Than Free,87,8.2,"Jul 17, 2015"
Ratatat,Magnifique,70,7.8,"Jul 17, 2015"
Samantha Crain,Under Branch and Thorn and Tree,78,tbd,"Jul 17, 2015"
MS MR,How Does It Feel,62,7.0,"Jul 17, 2015"
White Reaper,White Reaper Does It Again,77,7.9,"Jul 17, 2015"
Priests,Nothing Feels Natural,83,7.8,"Jan 27, 2017"
Emptyset,Borders,81,7.8,"Jan 27, 2017"
Minor Victories,Orchestral Variations,73,tbd,"Jan 27, 2017"
Kehlani,SweetSexySavage,76,8.5,"Jan 27, 2017"
Ariel Pink,Myths 002 [EP],70,tbd,"Jan 27, 2017"
Migos,C U L T U R E,79,7.4,"Jan 27, 2017"
Delicate Steve,This Is Steve,67,tbd,"Jan 27, 2017"
Charlie Cunningham,Lines,70,tbd,"Jan 27, 2017"
Fred Thomas,Changer,74,tbd,"Jan 27, 2017"
Omar,Love in Beats,81,tbd,"Jan 27, 2017"
Kreator,Gods of Violence,73,tbd,"Jan 27, 2017"
Delbert McClinton,Prick of the Litter,80,tbd,"Jan 27, 2017"
Miles Davis,"Miles Davis at Newport: 1955-1975 The Bootleg Series, Vol. 4",92,8.1,"Jul 17, 2015"
Sly & the Family Stone,"Live at the Fillmore East: October 4th & 5th, 1968 [Box Set]",89,tbd,"Jul 17, 2015"
Future,DS2,80,7.3,"Jul 17, 2015"
Galactic,Into the Deep,80,tbd,"Jul 17, 2015"
Sublime with Rome,Sirens,48,2.3,"Jul 17, 2015"
Peacers,Peacers,79,tbd,"Jul 17, 2015"
C Duncan,Architect,85,tbd,"Jul 17, 2015"
Wilco,Star Wars,83,8.4,"Jul 16, 2015"
Julio Bashmore,Knockin' Boots,79,8.5,"Jul 10, 2015"
Frankie & the Heartstrings,Decency,71,tbd,"Jul 10, 2015"
Four Tet,Morning/Evening,77,6.4,"Jul 10, 2015"
Ezra Furman,Perpetual Motion People,80,8.3,"Jul 10, 2015"
Little Boots,Working Girl,64,8.3,"Jul 10, 2015"
Deaf Havana,All These Countless Nights,73,7.9,"Jan 27, 2017"
Chris Thile,Chris Thile & Brad Mehldau,78,tbd,"Jan 27, 2017"
Whitney Rose,South Texas Suite [EP],76,tbd,"Jan 27, 2017"
Matthew Dear,DJ-Kicks,82,tbd,"Jan 27, 2017"
Led Bib,Umbrella Weather,77,tbd,"Jan 27, 2017"
T.S.O.L.,The Trigger Complex,67,tbd,"Jan 27, 2017"
Richard Pinhas,Reverse,81,tbd,"Jan 27, 2017"
Bic Runga,Close Your Eyes,56,tbd,"Jan 27, 2017"
Coldharbourstores,Wilderness,77,tbd,"Jan 27, 2017"
Jimmy Scott,I Go Back Home,71,tbd,"Jan 27, 2017"
John Mayall,Talk About That,70,tbd,"Jan 27, 2017"
P.O.S,"Chill, Dummy",83,7.8,"Jan 27, 2017"
Tobin Sprout,The Universe and Me,78,tbd,"Jan 27, 2017"
Matthew Shipp,Piano Song,77,tbd,"Jan 27, 2017"
The Membranes,Dark Matter/Dark Energy,79,tbd,"Jul 10, 2015"
Between the Buried and Me,Coma Ecliptic,73,8.5,"Jul 10, 2015"
Years & Years,Communion,68,8.3,"Jul 10, 2015"
Ghostface Killah,Adrian Younge Presents: Twelve Reasons to Die II,72,8.0,"Jul 10, 2015"
Heather Woods Broderick,Glider,75,tbd,"Jul 10, 2015"
Veruca Salt,Ghost Notes,78,8.2,"Jul 10, 2015"
Rachel Sermanni,Tied to the Moon,79,tbd,"Jul 10, 2015"
Lee Bannon,Pattern of Excel,69,tbd,"Jul 10, 2015"
Cradle of Filth,Hammer of the Witches,75,7.9,"Jul 10, 2015"
EZTV,Calling Out,75,tbd,"Jul 10, 2015"
Matrixxman,Homesick,76,tbd,"Jul 10, 2015"
Envy,Atheist's Cornea,71,tbd,"Jul 10, 2015"
Ronika,Lose My Cool,77,tbd,"Jan 20, 2017"
Mick Harvey,Intoxicated Women,79,6.8,"Jan 20, 2017"
Tycho,Epoch,76,7.0,"Jan 20, 2017"
Austra,Future Politics,74,7.2,"Jan 20, 2017"
Foxygen,Hang,76,7.9,"Jan 20, 2017"
Vitalic,Voyager,68,7.2,"Jan 20, 2017"
AFI,AFI (The Blood Album),77,6.4,"Jan 20, 2017"
Michael Chapman,50,82,tbd,"Jan 20, 2017"
The Proper Ornaments,Foxhole,69,6.4,"Jan 20, 2017"
William Basinski,A Shadow in Time,84,7.5,"Jan 20, 2017"
Frank Carter & the Rattlesnakes,Modern Ruin,74,7.5,"Jan 20, 2017"
Joan of Arc,He's Got the Whole This Land Is Your Land in His Hands,60,5.3,"Jan 20, 2017"
Best Friends,Hot. Reckless. Totally Insane.,79,tbd,"Jul 10, 2015"
Statik Selektah,Lucky 7,69,8.0,"Jul 10, 2015"
Owl City,Mobile Orchestra,53,5.8,"Jul 10, 2015"
Various Artists,Nina Revisited: A Tribute to Nina Simone,70,tbd,"Jul 10, 2015"
Spraynard,Mable,75,tbd,"Jul 10, 2015"
Nap Eyes,Whine of the Mystic,71,tbd,"Jul 10, 2015"
Anton Newcombe,I Declare Nothing,56,tbd,"Jul 10, 2015"
Lucy Rose,Work It Out,62,8.4,"Jul  6, 2015"
Lil Wayne,FWA (Free Weezy Album),61,7.4,"Jul  4, 2015"
Refused,Freedom,69,6.6,"Jun 30, 2015"
Vince Staples,Summertime '06,87,8.5,"Jun 30, 2015"
LA Priest,Inji,79,8.2,"Jun 30, 2015"
August Burns Red,Found in Far Away Places,81,8.3,"Jun 30, 2015"
Rose Elinor Dougall,Stellular,80,7.2,"Jan 20, 2017"
Cherry Glazerr,Apocalipstick,76,8.1,"Jan 20, 2017"
Throwing Snow,Embers,75,7.8,"Jan 20, 2017"
Kid Koala,Music to Draw To: Satellite,74,tbd,"Jan 20, 2017"
Loyle Carner,Yesterday's Gone,84,8.1,"Jan 20, 2017"
Avec le Soleil Sortant de Sa Bouche,"Pas Pire Pop, I Love You So Much",78,tbd,"Jan 20, 2017"
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Feed the Rats,72,tbd,"Jan 20, 2017"
Uniform,Wake in Fright,80,tbd,"Jan 20, 2017"
Bash & Pop,Anything Could Happen,74,tbd,"Jan 20, 2017"
Shintaro Sakamoto,Love If Possible,76,tbd,"Jan 20, 2017"
A Winged Victory for the Sullen,Iris [Original Motion Picture Soundtrack],74,tbd,"Jan 13, 2017"
Kurt Vile,B'lieve I'm Goin' Down,83,7.4,"Sep 25, 2015"
Failure,The Heart Is a Monster,78,8.2,"Jun 30, 2015"
Mutoid Man,Bleeder,79,tbd,"Jun 30, 2015"
Bilal,In Another Life,78,8.1,"Jun 30, 2015"
RP Boo,"Fingers, Bank Pads and Shoe Prints",75,tbd,"Jun 30, 2015"
The Velvet Teen,All Is Illusory,62,tbd,"Jun 30, 2015"
Amara Toure,1973-1980,78,tbd,"Jun 30, 2015"
Author & Punisher,Melk en Honing,81,tbd,"Jun 30, 2015"
matt pond PA,The State of Gold,52,tbd,"Jun 30, 2015"
Main Attrakionz,"808s & Dark Grapes, Vol. 3",77,tbd,"Jun 30, 2015"
Meek Mill,Dreams Worth More Than Money,74,7.1,"Jun 29, 2015"
Trembling Bells,The Sovereign Self,77,tbd,"Jun 29, 2015"
The Flaming Lips,Oczy Mlody,69,6.8,"Jan 13, 2017"
The xx,I See You,85,8.1,"Jan 13, 2017"
Sohn,Rennen,67,7.1,"Jan 13, 2017"
Soft Error,Mechanism,61,tbd,"Jan 13, 2017"
Flo Morrissey,"Gentlewoman, Ruby Man",73,6.4,"Jan 13, 2017"
Bonobo,Migration,77,7.9,"Jan 13, 2017"
Brandon Can't Dance,Graveyard of Good Times,64,tbd,"Jan 13, 2017"
Sepultura,Machine Messiah,76,7.5,"Jan 13, 2017"
Code Orange,Forever,87,6.6,"Jan 13, 2017"
Youth Lagoon,Savage Hills Ballroom,74,7.0,"Sep 25, 2015"
Disclosure,Caracal,73,7.6,"Sep 25, 2015"
Girl Band,Holding Hands With Jamie,78,8.4,"Sep 25, 2015"
U.S. Girls,Half Free,79,8.3,"Sep 25, 2015"
Don Henley,Cass County,73,8.3,"Sep 25, 2015"
Sexwitch,Sexwitch,79,7.3,"Sep 25, 2015"
The Dead Weather,Dodge and Burn,75,8.1,"Sep 25, 2015"
Fetty Wap,Fetty Wap,68,4.3,"Sep 25, 2015"
Patty Griffin,Servant of Love,82,7.3,"Sep 25, 2015"
Wavves & Cloud Nothings,No Life For Me,76,8.6,"Jun 29, 2015"
Neil Young,The Monsanto Years,61,5.8,"Jun 29, 2015"
Miguel,Wildheart,84,8.4,"Jun 29, 2015"
Fraser A. Gorman,Slow Gum,70,tbd,"Jun 29, 2015"
Joy Williams,Venus,66,6.3,"Jun 29, 2015"
Sea of Bees,Build a Boat to the Sun,70,tbd,"Jun 29, 2015"
The Internet,Ego Death,81,8.4,"Jun 29, 2015"
Nils Frahm,Music For The Motion Picture Victoria [OST],77,7.7,"Jun 23, 2015"
Wolf Alice,My Love Is Cool,78,8.9,"Jun 23, 2015"
Leon Bridges,Coming Home,78,7.9,"Jun 23, 2015"
Half Japanese,Hear the Lions Roar,73,tbd,"Jan 13, 2017"
Wiley,Godfather,84,7.8,"Jan 13, 2017"
Tornado Wallace,Lonely Planet,78,tbd,"Jan 13, 2017"
Mr. Tophat,Trust Me [EP],72,tbd,"Jan 13, 2017"
Dennis Coffey,Hot Coffey in the D: Burnin' at Morey Baker's Showplace Lounge,78,tbd,"Jan 13, 2017"
John Abercrombie Quartet,Up and Coming,80,tbd,"Jan 13, 2017"
The Regrettes,Feel Your Feelings Fool!,82,7.6,"Jan 13, 2017"
The Blue Aeroplanes,"Welcome, Stranger!",77,7.0,"Jan  6, 2017"
Dropkick Murphys,11 Short Stories Of Pain & Glory,76,7.2,"Jan  6, 2017"
Sundara Karma,Youth Is Only Ever Fun in Retrospect,67,7.0,"Jan  6, 2017"
Gone Is Gone,Echolocation,66,6.8,"Jan  6, 2017"
You Me at Six,Night People,67,7.1,"Jan  6, 2017"
Brian Eno,Reflection,75,7.6,"Jan  1, 2017"
Wand,1000 Days,76,tbd,"Sep 25, 2015"
Pwr Bttm,Ugly Cherries,79,9.0,"Sep 25, 2015"
No Devotion,Permanence,79,tbd,"Sep 25, 2015"
Silversun Pickups,Better Nature,65,8.2,"Sep 25, 2015"
Big Grams,Big Grams [EP],61,7.0,"Sep 25, 2015"
Stick in the Wheel,From Here,84,tbd,"Sep 25, 2015"
Graveyard,Innocence & Decadence,77,tbd,"Sep 25, 2015"
Run the Jewels,Meow the Jewels,74,8.0,"Sep 25, 2015"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Harmlessness,84,8.4,"Sep 25, 2015"
Shawn Colvin,Uncovered,69,tbd,"Sep 25, 2015"
Michael Chapman,Fish,86,tbd,"Sep 25, 2015"
Steve Hauschildt,Where All Is Fled,74,tbd,"Sep 25, 2015"
Los Lobos,Gates of Gold,77,tbd,"Sep 25, 2015"
The Dears,"Times Infinity, Vol. 1",75,tbd,"Sep 25, 2015"
George Strait,Cold Beer Conversation,72,tbd,"Sep 25, 2015"
Helm,Olympic Mess,75,tbd,"Jun 23, 2015"
Meg Baird,Don't Weigh Down the Light,79,tbd,"Jun 23, 2015"
Kacey Musgraves,Pageant Material,79,8.5,"Jun 23, 2015"
Desaparecidos,Payola,76,7.6,"Jun 23, 2015"
Son Lux,Bones,66,7.2,"Jun 23, 2015"
The Orb,Moonbuilding 2703 AD,77,8.3,"Jun 23, 2015"
Richard Thompson,Still,80,tbd,"Jun 23, 2015"
Bully,Feels Like,77,8.3,"Jun 23, 2015"
Creepoid,Cemetery Highrise Slum,68,tbd,"Jun 23, 2015"
Citizen,Everybody Is Going to Heaven,79,8.3,"Jun 23, 2015"
Cayucas,Dancing at the Blue Lagoon,56,4.0,"Jun 23, 2015"
Thundercat,The Beyond/Where the Giants Roam [EP],81,7.3,"Jun 23, 2015"
Fist City,Everything Is a Mess,74,tbd,"Jun 23, 2015"
Sex Swing,Sex Swing,75,tbd,"Dec 30, 2016"
Kid Cudi,"Passion, Pain & Demon Slayin'",70,7.9,"Dec 28, 2016"
Run the Jewels,Run the Jewels 3,88,8.8,"Dec 25, 2016"
Hodgy,Fireplace: TheNotTheOtherSide,69,7.6,"Dec 23, 2016"
Nine Inch Nails,Not the Actual Events [EP],74,7.7,"Dec 23, 2016"
Little Simz,Stillness In Wonderland,84,8.2,"Dec 16, 2016"
The Orchestra of Syrian Musicians,Africa Express Presents: The Orchestra of Syrian Musicians [Live],78,tbd,"Dec 16, 2016"
The Doors,London Fog 1966 [Live] [Box Set],63,tbd,"Dec 16, 2016"
Gucci Mane,The Return of East Atlanta Santa,70,5.9,"Dec 16, 2016"
Mica Levi,Jackie [Original Motion Picture Soundtrack],76,tbd,"Dec 16, 2016"
Taso,New Start,79,tbd,"Dec 16, 2016"
Ab-Soul,Do What Thou Wilt.,64,8.0,"Dec  9, 2016"
The Underachievers,Evermore: The Art of Duality,73,8.2,"Sep 25, 2015"
Black Breath,Slaves Beyond Death,74,tbd,"Sep 25, 2015"
Ryan Adams,1989,69,6.4,"Sep 21, 2015"
Drake & Future,What A Time To Be Alive [Mixtape],70,6.3,"Sep 20, 2015"
Battles,La Di Da Di,73,7.4,"Sep 18, 2015"
Keith Richards,Crosseyed Heart,75,7.1,"Sep 18, 2015"
Baio,The  Names,78,tbd,"Sep 18, 2015"
Idjut Boys,Versions,80,tbd,"Sep 18, 2015"
Dave Alvin,Lost Time,80,tbd,"Sep 18, 2015"
David Gilmour,Rattle That Lock,75,7.6,"Sep 18, 2015"
Glen Hansard,Didn't He Ramble,79,7.1,"Sep 18, 2015"
Rickie Lee Jones,The Other Side of Desire,86,7.5,"Jun 23, 2015"
Linden,Rest and Be Thankful,84,tbd,"Jun 23, 2015"
Tyga,The  Gold Album: 18th Dynasty,45,3.2,"Jun 23, 2015"
Skyzoo,Music for My Friends,81,tbd,"Jun 23, 2015"
Pete Rock,PeteStrumentals 2,73,tbd,"Jun 23, 2015"
Smokey,"How Far Will You Go: The S&M Recordings, 1973-81",75,tbd,"Jun 23, 2015"
Cairo Gang,Goes Missing,84,tbd,"Jun 23, 2015"
Larry Campbell,Larry Campbell and Teresa Williams,85,tbd,"Jun 23, 2015"
Bill Wyman,Back To Basics,48,tbd,"Jun 22, 2015"
Everything Everything,Get to Heaven,80,8.6,"Jun 22, 2015"
In Camera,Era,66,tbd,"Jun 22, 2015"
Gwilym Gold,A Paradise,74,tbd,"Jun 22, 2015"
Nick Diamonds,City Of Quartz,72,tbd,"Jun 16, 2015"
Heartless Bastards,Restless Ones,77,tbd,"Jun 16, 2015"
Neil Young,Peace Trail,57,4.4,"Dec  9, 2016"
Sun Ra,Singles: The Definitive 45's Collection,95,7.0,"Dec  9, 2016"
Richard Youngs,The Rest Is Scenery,72,tbd,"Dec  9, 2016"
J. Cole,4 Your Eyez Only,75,7.5,"Dec  9, 2016"
Various Artists,Action Time Vision: A Story of Independent U.K. Punk 1976-1979 [Box Set],85,tbd,"Dec  9, 2016"
Nina Kraviz,Fabric 91,81,tbd,"Dec  9, 2016"
Enemies,Valuables,82,tbd,"Dec  9, 2016"
Romans,Valere Aude,81,tbd,"Dec  9, 2016"
Ultrasound,Real Britannia,80,tbd,"Dec  2, 2016"
Jean Michel Jarre,Oxygene 3,65,8.5,"Dec  2, 2016"
Metric,Pagans in Vegas,65,6.5,"Sep 18, 2015"
Dave Rawlings Machine,Nashville Obsolete,87,7.1,"Sep 18, 2015"
Ought,Sun Coming Down,80,8.3,"Sep 18, 2015"
Chris Cornell,Higher Truth,68,7.9,"Sep 18, 2015"
Motion City Soundtrack,Panic Stations,80,6.2,"Sep 18, 2015"
